id,transaction_number,customer_id,transaction_date,status,subtotal,discount_amount,tax_amount,total_amount,created_at,updated_at
724,TXN-202608-000724,202,2026-08-23 00:00:00+00:00,completed,87.27,4.36,6.22,89.13,2026-08-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
725,TXN-202603-000725,386,2026-03-31 00:00:00+00:00,completed,107.28,0.00,8.05,115.33,2026-03-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
726,TXN-202511-000726,303,2025-11-28 00:00:00+00:00,completed,381.63,0.00,28.62,410.25,2025-11-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
727,TXN-202608-000727,528,2026-08-04 00:00:00+00:00,completed,209.61,0.00,15.72,225.33,2026-08-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
728,TXN-202606-000728,152,2026-06-10 00:00:00+00:00,completed,192.77,0.00,14.46,207.23,2026-06-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
729,TXN-202511-000729,825,2025-11-17 00:00:00+00:00,completed,201.36,0.00,15.10,216.46,2025-11-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
730,TXN-202511-000730,707,2025-11-30 00:00:00+00:00,completed,3293.19,0.00,246.99,3540.18,2025-11-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
731,TXN-202605-000731,692,2026-05-07 00:00:00+00:00,completed,859.61,0.00,64.47,924.08,2026-05-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
732,TXN-202603-000732,878,2026-03-01 00:00:00+00:00,completed,602.40,30.12,42.92,615.20,2026-03-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
733,TXN-202512-000733,379,2025-12-29 00:00:00+00:00,completed,156.45,0.00,11.73,168.18,2025-12-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
734,TXN-202604-000734,190,2026-04-05 00:00:00+00:00,completed,329.19,0.00,24.69,353.88,2026-04-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
735,TXN-202512-000735,246,2025-12-07 00:00:00+00:00,completed,653.07,32.65,46.53,666.95,2025-12-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
736,TXN-202609-000736,272,2026-09-07 00:00:00+00:00,completed,1785.78,0.00,133.93,1919.71,2026-09-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
737,TXN-202510-000737,736,2025-10-17 00:00:00+00:00,completed,127.36,0.00,9.55,136.91,2025-10-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
738,TXN-202602-000738,125,2026-02-08 00:00:00+00:00,completed,75203.61,0.00,5640.27,80843.88,2026-02-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
739,TXN-202608-000739,228,2026-08-25 00:00:00+00:00,completed,1671.52,0.00,125.36,1796.88,2026-08-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
740,TXN-202511-000740,286,2025-11-07 00:00:00+00:00,completed,1457.48,72.87,103.85,1488.46,2025-11-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
741,TXN-202508-000741,377,2025-08-07 00:00:00+00:00,completed,199.34,9.97,14.20,203.57,2025-08-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
742,TXN-202512-000742,475,2025-12-17 00:00:00+00:00,completed,83.82,0.00,6.29,90.11,2025-12-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
743,TXN-202512-000743,408,2025-12-07 00:00:00+00:00,completed,144.34,0.00,10.83,155.17,2025-12-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
744,TXN-202604-000744,727,2026-04-24 00:00:00+00:00,refunded,20293.53,0.00,1522.01,21815.54,2026-04-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
745,TXN-202608-000745,361,2026-08-08 00:00:00+00:00,completed,401.49,0.00,30.11,431.60,2026-08-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
746,TXN-202608-000746,618,2026-08-10 00:00:00+00:00,completed,971.00,0.00,72.83,1043.83,2026-08-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
747,TXN-202601-000747,438,2026-01-06 00:00:00+00:00,completed,240.52,0.00,18.04,258.56,2026-01-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
748,TXN-202603-000748,524,2026-03-02 00:00:00+00:00,completed,1221.64,0.00,91.62,1313.26,2026-03-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
749,TXN-202609-000749,976,2026-09-01 00:00:00+00:00,cancelled,15393.45,0.00,1154.51,16547.96,2026-09-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
750,TXN-202608-000750,879,2026-08-28 00:00:00+00:00,completed,1559.80,0.00,116.98,1676.78,2026-08-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
751,TXN-202603-000751,922,2026-03-15 00:00:00+00:00,completed,35381.78,0.00,2653.63,38035.41,2026-03-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
752,TXN-202605-000752,294,2026-05-10 00:00:00+00:00,completed,1052.73,0.00,78.95,1131.68,2026-05-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
753,TXN-202603-000753,439,2026-03-04 00:00:00+00:00,completed,3038.51,0.00,227.89,3266.40,2026-03-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
754,TXN-202607-000754,462,2026-07-15 00:00:00+00:00,completed,204.63,10.23,14.58,208.98,2026-07-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
755,TXN-202609-000755,1000,2026-09-13 00:00:00+00:00,completed,58.90,0.00,4.42,63.32,2026-09-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
756,TXN-202605-000756,154,2026-05-16 00:00:00+00:00,completed,8213.97,0.00,616.05,8830.02,2026-05-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
757,TXN-202601-000757,416,2026-01-16 00:00:00+00:00,completed,884.96,0.00,66.37,951.33,2026-01-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
758,TXN-202609-000758,692,2026-09-11 00:00:00+00:00,completed,1061.99,0.00,79.65,1141.64,2026-09-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
759,TXN-202606-000759,317,2026-06-23 00:00:00+00:00,completed,617.91,0.00,46.34,664.25,2026-06-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
760,TXN-202512-000760,343,2025-12-16 00:00:00+00:00,completed,36.03,0.00,2.70,38.73,2025-12-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
761,TXN-202609-000761,358,2026-09-08 00:00:00+00:00,completed,1062.96,0.00,79.72,1142.68,2026-09-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
762,TXN-202605-000762,682,2026-05-18 00:00:00+00:00,completed,187.53,0.00,14.06,201.59,2026-05-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
763,TXN-202601-000763,356,2026-01-31 00:00:00+00:00,pending,777.49,0.00,58.31,835.80,2026-01-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
764,TXN-202603-000764,579,2026-03-08 00:00:00+00:00,completed,5924.18,296.21,422.10,6050.07,2026-03-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
765,TXN-202511-000765,478,2025-11-03 00:00:00+00:00,pending,271.83,0.00,20.39,292.22,2025-11-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
766,TXN-202512-000766,874,2025-12-22 00:00:00+00:00,completed,322.96,0.00,24.22,347.18,2025-12-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
767,TXN-202512-000767,306,2025-12-17 00:00:00+00:00,completed,9271.00,0.00,695.32,9966.32,2025-12-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
768,TXN-202606-000768,854,2026-06-02 00:00:00+00:00,completed,580.16,29.01,41.34,592.49,2026-06-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
769,TXN-202510-000769,857,2025-10-24 00:00:00+00:00,completed,6095.44,0.00,457.16,6552.60,2025-10-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
770,TXN-202607-000770,991,2026-07-09 00:00:00+00:00,completed,143.11,0.00,10.73,153.84,2026-07-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
771,TXN-202605-000771,532,2026-05-12 00:00:00+00:00,completed,1584.07,0.00,118.81,1702.88,2026-05-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
772,TXN-202511-000772,952,2025-11-19 00:00:00+00:00,completed,356.24,0.00,26.72,382.96,2025-11-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
773,TXN-202603-000773,885,2026-03-26 00:00:00+00:00,completed,265.17,0.00,19.89,285.06,2026-03-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
774,TXN-202609-000774,860,2026-09-23 00:00:00+00:00,completed,541.47,0.00,40.61,582.08,2026-09-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
775,TXN-202603-000775,227,2026-03-23 00:00:00+00:00,completed,816.70,0.00,61.25,877.95,2026-03-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
776,TXN-202608-000776,35,2026-08-31 00:00:00+00:00,completed,118.88,0.00,8.92,127.80,2026-08-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
777,TXN-202606-000777,732,2026-06-12 00:00:00+00:00,completed,268.96,0.00,20.17,289.13,2026-06-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
778,TXN-202603-000778,583,2026-03-25 00:00:00+00:00,completed,421.06,0.00,31.58,452.64,2026-03-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
779,TXN-202507-000779,293,2025-07-16 00:00:00+00:00,completed,1523.19,0.00,114.24,1637.43,2025-07-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
780,TXN-202609-000780,835,2026-09-18 00:00:00+00:00,completed,582.75,0.00,43.71,626.46,2026-09-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
781,TXN-202507-000781,157,2025-07-20 00:00:00+00:00,completed,242.55,0.00,18.19,260.74,2025-07-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
782,TXN-202604-000782,480,2026-04-28 00:00:00+00:00,completed,660.46,0.00,49.53,709.99,2026-04-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
783,TXN-202606-000783,625,2026-06-20 00:00:00+00:00,completed,165.92,0.00,12.44,178.36,2026-06-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
784,TXN-202609-000784,237,2026-09-06 00:00:00+00:00,completed,594.83,29.74,42.38,607.47,2026-09-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
785,TXN-202604-000785,470,2026-04-12 00:00:00+00:00,completed,35405.11,0.00,2655.38,38060.49,2026-04-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
786,TXN-202603-000786,329,2026-03-01 00:00:00+00:00,completed,885.40,0.00,66.41,951.81,2026-03-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
787,TXN-202606-000787,894,2026-06-02 00:00:00+00:00,completed,5133.48,0.00,385.01,5518.49,2026-06-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
788,TXN-202609-000788,547,2026-09-24 00:00:00+00:00,completed,56.36,0.00,4.23,60.59,2026-09-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
789,TXN-202602-000789,79,2026-02-03 00:00:00+00:00,completed,387.76,19.39,27.63,396.00,2026-02-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
790,TXN-202609-000790,705,2026-09-23 00:00:00+00:00,completed,249.49,0.00,18.71,268.20,2026-09-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
791,TXN-202511-000791,645,2025-11-29 00:00:00+00:00,completed,9897.04,0.00,742.28,10639.32,2025-11-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
792,TXN-202512-000792,180,2025-12-09 00:00:00+00:00,completed,592.02,0.00,44.40,636.42,2025-12-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
793,TXN-202509-000793,696,2025-09-22 00:00:00+00:00,completed,6013.62,0.00,451.02,6464.64,2025-09-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
794,TXN-202609-000794,512,2026-09-04 00:00:00+00:00,completed,370.98,0.00,27.82,398.80,2026-09-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
795,TXN-202607-000795,520,2026-07-26 00:00:00+00:00,completed,270.25,0.00,20.27,290.52,2026-07-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
796,TXN-202602-000796,164,2026-02-08 00:00:00+00:00,completed,628.83,0.00,47.16,675.99,2026-02-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
797,TXN-202606-000797,368,2026-06-26 00:00:00+00:00,completed,1867.27,0.00,140.05,2007.32,2026-06-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
798,TXN-202511-000798,74,2025-11-01 00:00:00+00:00,completed,9926.14,0.00,744.46,10670.60,2025-11-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
799,TXN-202512-000799,419,2025-12-13 00:00:00+00:00,completed,14805.13,740.26,1054.87,15119.74,2025-12-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
800,TXN-202510-000800,348,2025-10-02 00:00:00+00:00,completed,494.40,0.00,37.08,531.48,2025-10-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
801,TXN-202512-000801,872,2025-12-04 00:00:00+00:00,completed,9.18,0.00,0.69,9.87,2025-12-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
802,TXN-202512-000802,849,2025-12-02 00:00:00+00:00,completed,1725.87,0.00,129.44,1855.31,2025-12-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
803,TXN-202606-000803,544,2026-06-14 00:00:00+00:00,completed,66767.21,0.00,5007.54,71774.75,2026-06-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
804,TXN-202511-000804,675,2025-11-29 00:00:00+00:00,completed,780.08,0.00,58.51,838.59,2025-11-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
805,TXN-202602-000805,18,2026-02-26 00:00:00+00:00,completed,429.87,0.00,32.24,462.11,2026-02-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
806,TXN-202605-000806,158,2026-05-01 00:00:00+00:00,completed,26672.67,1333.63,1900.43,27239.47,2026-05-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
807,TXN-202512-000807,766,2025-12-01 00:00:00+00:00,completed,32077.32,0.00,2405.80,34483.12,2025-12-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
808,TXN-202601-000808,631,2026-01-21 00:00:00+00:00,completed,2424.40,0.00,181.83,2606.23,2026-01-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
809,TXN-202509-000809,904,2025-09-03 00:00:00+00:00,completed,251.12,0.00,18.83,269.95,2025-09-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
810,TXN-202601-000810,254,2026-01-01 00:00:00+00:00,completed,6593.94,0.00,494.55,7088.49,2026-01-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
811,TXN-202511-000811,230,2025-11-24 00:00:00+00:00,completed,2544.55,0.00,190.84,2735.39,2025-11-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
812,TXN-202608-000812,645,2026-08-11 00:00:00+00:00,refunded,11187.44,0.00,839.06,12026.50,2026-08-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
813,TXN-202605-000813,120,2026-05-09 00:00:00+00:00,completed,16164.35,0.00,1212.33,17376.68,2026-05-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
814,TXN-202604-000814,713,2026-04-30 00:00:00+00:00,completed,3989.55,0.00,299.22,4288.77,2026-04-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
815,TXN-202511-000815,580,2025-11-23 00:00:00+00:00,completed,15516.03,0.00,1163.70,16679.73,2025-11-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
816,TXN-202606-000816,883,2026-06-28 00:00:00+00:00,completed,246.19,12.31,17.54,251.42,2026-06-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
817,TXN-202603-000817,634,2026-03-10 00:00:00+00:00,completed,58334.79,0.00,4375.11,62709.90,2026-03-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
818,TXN-202601-000818,547,2026-01-22 00:00:00+00:00,completed,201.61,0.00,15.12,216.73,2026-01-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
819,TXN-202606-000819,856,2026-06-25 00:00:00+00:00,completed,962.08,0.00,72.16,1034.24,2026-06-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
820,TXN-202604-000820,63,2026-04-09 00:00:00+00:00,completed,564.86,0.00,42.36,607.22,2026-04-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
821,TXN-202609-000821,835,2026-09-13 00:00:00+00:00,completed,300.47,0.00,22.54,323.01,2026-09-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
822,TXN-202607-000822,153,2026-07-16 00:00:00+00:00,completed,205.68,0.00,15.43,221.11,2026-07-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
823,TXN-202510-000823,413,2025-10-02 00:00:00+00:00,cancelled,18661.87,0.00,1399.64,20061.51,2025-10-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
824,TXN-202603-000824,443,2026-03-31 00:00:00+00:00,completed,911.86,0.00,68.39,980.25,2026-03-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
825,TXN-202512-000825,32,2025-12-14 00:00:00+00:00,completed,442.17,0.00,33.16,475.33,2025-12-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
826,TXN-202605-000826,352,2026-05-05 00:00:00+00:00,completed,25953.95,0.00,1946.55,27900.50,2026-05-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
827,TXN-202604-000827,676,2026-04-14 00:00:00+00:00,completed,803.20,0.00,60.24,863.44,2026-04-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
828,TXN-202603-000828,805,2026-03-24 00:00:00+00:00,completed,5095.85,0.00,382.19,5478.04,2026-03-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
829,TXN-202607-000829,84,2026-07-13 00:00:00+00:00,completed,24134.04,0.00,1810.05,25944.09,2026-07-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
830,TXN-202607-000830,658,2026-07-30 00:00:00+00:00,completed,101.42,0.00,7.61,109.03,2026-07-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
831,TXN-202601-000831,698,2026-01-19 00:00:00+00:00,completed,257.20,0.00,19.29,276.49,2026-01-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
832,TXN-202512-000832,873,2025-12-22 00:00:00+00:00,completed,7620.89,0.00,571.57,8192.46,2025-12-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
833,TXN-202511-000833,303,2025-11-10 00:00:00+00:00,completed,322.73,0.00,24.20,346.93,2025-11-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
834,TXN-202604-000834,618,2026-04-29 00:00:00+00:00,completed,125.64,0.00,9.42,135.06,2026-04-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
835,TXN-202606-000835,432,2026-06-25 00:00:00+00:00,completed,3006.54,0.00,225.49,3232.03,2026-06-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
836,TXN-202603-000836,814,2026-03-09 00:00:00+00:00,completed,407.55,0.00,30.57,438.12,2026-03-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
837,TXN-202608-000837,126,2026-08-06 00:00:00+00:00,completed,682.76,0.00,51.21,733.97,2026-08-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
838,TXN-202606-000838,703,2026-06-19 00:00:00+00:00,completed,889.40,0.00,66.70,956.10,2026-06-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
839,TXN-202603-000839,408,2026-03-31 00:00:00+00:00,completed,439.47,0.00,32.96,472.43,2026-03-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
840,TXN-202605-000840,54,2026-05-31 00:00:00+00:00,completed,390.59,0.00,29.29,419.88,2026-05-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
841,TXN-202607-000841,609,2026-07-23 00:00:00+00:00,completed,11932.45,0.00,894.93,12827.38,2026-07-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
842,TXN-202606-000842,357,2026-06-15 00:00:00+00:00,completed,1384.17,0.00,103.81,1487.98,2026-06-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
843,TXN-202511-000843,554,2025-11-02 00:00:00+00:00,completed,703.32,0.00,52.75,756.07,2025-11-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
844,TXN-202604-000844,164,2026-04-04 00:00:00+00:00,completed,9.66,0.00,0.72,10.38,2026-04-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
845,TXN-202605-000845,445,2026-05-08 00:00:00+00:00,completed,10026.09,0.00,751.96,10778.05,2026-05-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
846,TXN-202603-000846,380,2026-03-05 00:00:00+00:00,completed,319.77,0.00,23.98,343.75,2026-03-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
847,TXN-202607-000847,763,2026-07-24 00:00:00+00:00,completed,2627.07,0.00,197.03,2824.10,2026-07-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
848,TXN-202512-000848,405,2025-12-20 00:00:00+00:00,completed,481.04,0.00,36.08,517.12,2025-12-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
849,TXN-202512-000849,874,2025-12-19 00:00:00+00:00,completed,1253.94,0.00,94.05,1347.99,2025-12-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
850,TXN-202508-000850,877,2025-08-14 00:00:00+00:00,completed,24632.88,0.00,1847.47,26480.35,2025-08-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
851,TXN-202604-000851,937,2026-04-10 00:00:00+00:00,completed,7334.42,366.72,522.58,7490.28,2026-04-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
852,TXN-202607-000852,330,2026-07-18 00:00:00+00:00,completed,544.76,0.00,40.86,585.62,2026-07-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
853,TXN-202602-000853,366,2026-02-19 00:00:00+00:00,completed,323.96,0.00,24.30,348.26,2026-02-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
854,TXN-202511-000854,29,2025-11-25 00:00:00+00:00,completed,251.50,0.00,18.86,270.36,2025-11-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
855,TXN-202608-000855,387,2026-08-13 00:00:00+00:00,completed,99.67,4.98,7.10,101.79,2026-08-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
856,TXN-202603-000856,714,2026-03-08 00:00:00+00:00,completed,238.86,0.00,17.91,256.77,2026-03-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
857,TXN-202509-000857,139,2025-09-02 00:00:00+00:00,completed,81.68,0.00,6.13,87.81,2025-09-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
858,TXN-202603-000858,465,2026-03-10 00:00:00+00:00,completed,1237.09,0.00,92.78,1329.87,2026-03-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
859,TXN-202603-000859,775,2026-03-31 00:00:00+00:00,completed,4322.32,0.00,324.17,4646.49,2026-03-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
860,TXN-202607-000860,984,2026-07-13 00:00:00+00:00,completed,368.95,0.00,27.67,396.62,2026-07-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
861,TXN-202609-000861,658,2026-09-11 00:00:00+00:00,completed,169.88,0.00,12.74,182.62,2026-09-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
862,TXN-202607-000862,516,2026-07-31 00:00:00+00:00,completed,288.68,0.00,21.65,310.33,2026-07-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
863,TXN-202609-000863,985,2026-09-20 00:00:00+00:00,completed,402.72,0.00,30.20,432.92,2026-09-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
864,TXN-202609-000864,97,2026-09-03 00:00:00+00:00,completed,715.88,0.00,53.69,769.57,2026-09-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
865,TXN-202608-000865,131,2026-08-13 00:00:00+00:00,completed,25927.74,0.00,1944.58,27872.32,2026-08-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
866,TXN-202602-000866,58,2026-02-26 00:00:00+00:00,completed,147.94,0.00,11.10,159.04,2026-02-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
867,TXN-202604-000867,61,2026-04-01 00:00:00+00:00,completed,19984.66,999.23,1423.91,20409.34,2026-04-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
868,TXN-202608-000868,306,2026-08-31 00:00:00+00:00,completed,5301.98,0.00,397.65,5699.63,2026-08-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
869,TXN-202607-000869,198,2026-07-02 00:00:00+00:00,completed,482.47,0.00,36.19,518.66,2026-07-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
870,TXN-202512-000870,669,2025-12-16 00:00:00+00:00,completed,5993.00,0.00,449.47,6442.47,2025-12-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
871,TXN-202603-000871,370,2026-03-14 00:00:00+00:00,completed,322.90,0.00,24.22,347.12,2026-03-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
872,TXN-202602-000872,979,2026-02-04 00:00:00+00:00,completed,327.36,0.00,24.55,351.91,2026-02-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
873,TXN-202607-000873,210,2026-07-14 00:00:00+00:00,completed,381.13,0.00,28.58,409.71,2026-07-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
874,TXN-202603-000874,793,2026-03-05 00:00:00+00:00,completed,47291.03,0.00,3546.83,50837.86,2026-03-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
875,TXN-202609-000875,681,2026-09-01 00:00:00+00:00,completed,2701.88,0.00,202.64,2904.52,2026-09-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
876,TXN-202602-000876,641,2026-02-04 00:00:00+00:00,completed,145.60,0.00,10.92,156.52,2026-02-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
877,TXN-202608-000877,308,2026-08-17 00:00:00+00:00,completed,429.42,21.47,30.60,438.55,2026-08-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
878,TXN-202608-000878,589,2026-08-07 00:00:00+00:00,completed,15289.60,0.00,1146.72,16436.32,2026-08-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
879,TXN-202603-000879,811,2026-03-10 00:00:00+00:00,pending,19641.90,0.00,1473.14,21115.04,2026-03-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
880,TXN-202608-000880,113,2026-08-15 00:00:00+00:00,completed,327.79,16.39,23.35,334.75,2026-08-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
881,TXN-202609-000881,744,2026-09-03 00:00:00+00:00,completed,1131.85,0.00,84.89,1216.74,2026-09-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
