id,sale_id,product_id,quantity,unit_price,discount_amount,line_total,created_at,updated_at
2430,756,108,19,358.67,681.47,6133.26,2026-05-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2431,757,1,2,240.52,0.00,481.04,2026-01-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2432,757,13,1,390.04,0.00,390.04,2026-01-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2433,757,102,2,6.94,0.00,13.88,2026-01-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2434,758,38,2,214.26,42.85,385.67,2026-09-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2435,758,12,6,37.40,22.44,201.96,2026-09-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2436,758,4,6,83.82,50.29,452.63,2026-09-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2437,758,37,5,4.83,2.42,21.73,2026-09-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2438,759,7,5,50.71,25.36,228.19,2026-06-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2439,759,3,6,72.17,43.30,389.72,2026-06-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2440,760,2,1,37.93,1.90,36.03,2025-12-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2441,761,50,4,25.22,0.00,100.88,2026-09-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2442,761,1,4,240.52,0.00,962.08,2026-09-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2443,762,30,1,82.89,0.00,82.89,2026-05-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2444,762,114,4,26.16,0.00,104.64,2026-05-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2445,763,1,2,240.52,24.05,456.99,2026-01-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2446,763,4,1,83.82,4.19,79.63,2026-01-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2447,763,7,5,50.71,12.68,240.87,2026-01-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2448,764,1,17,240.52,204.44,3884.40,2026-03-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2449,764,98,12,74.76,44.86,852.26,2026-03-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2450,764,27,15,29.09,21.82,414.53,2026-03-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2451,764,9,11,73.97,40.68,772.99,2026-03-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2452,765,22,2,8.25,0.83,15.67,2025-11-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2453,765,15,4,67.41,13.48,256.16,2025-11-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2454,766,26,4,20.89,0.00,83.56,2025-12-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2455,766,27,3,29.09,0.00,87.27,2025-12-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2456,766,7,3,50.71,0.00,152.13,2025-12-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2457,767,5,17,100.68,171.16,1540.40,2025-12-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2458,767,1,23,240.52,553.20,4978.76,2025-12-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2459,767,104,24,21.60,51.84,466.56,2025-12-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2460,767,33,23,110.40,253.92,2285.28,2025-12-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2461,768,28,4,69.53,0.00,278.12,2026-06-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2462,768,5,3,100.68,0.00,302.04,2026-06-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2463,769,7,37,50.71,281.44,1594.83,2025-10-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2464,769,12,78,37.40,437.58,2479.62,2025-10-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2465,769,32,76,14.97,170.66,967.06,2025-10-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2466,769,17,44,28.18,185.99,1053.93,2025-10-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2467,770,2,1,37.93,1.90,36.03,2026-07-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2468,770,17,4,28.18,5.64,107.08,2026-07-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2469,771,8,1,178.97,17.90,161.07,2026-05-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2470,771,73,1,19.20,1.92,17.28,2026-05-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2471,771,2,3,37.93,11.38,102.41,2026-05-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2472,771,66,3,81.84,24.55,220.97,2026-05-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2473,771,1,5,240.52,120.26,1082.34,2026-05-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2474,772,79,3,103.86,15.58,296.00,2025-11-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2475,772,2,1,37.93,1.90,36.03,2025-11-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2476,772,55,2,12.74,1.27,24.21,2025-11-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2477,773,22,2,8.25,0.00,16.50,2026-03-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2478,773,30,3,82.89,0.00,248.67,2026-03-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2479,774,125,3,39.40,0.00,118.20,2026-09-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2480,774,5,2,100.68,0.00,201.36,2026-09-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2481,774,9,3,73.97,0.00,221.91,2026-09-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2482,775,1,2,240.52,0.00,481.04,2026-03-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2483,775,3,4,72.17,0.00,288.68,2026-03-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2484,775,101,2,23.49,0.00,46.98,2026-03-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2485,776,3,1,72.17,0.00,72.17,2026-08-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2486,776,11,1,46.71,0.00,46.71,2026-08-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2487,777,40,1,30.63,0.00,30.63,2026-06-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2488,777,67,1,40.18,0.00,40.18,2026-06-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2489,777,24,3,66.05,0.00,198.15,2026-06-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2490,778,99,6,14.97,4.49,85.33,2026-03-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2491,778,39,6,58.90,17.67,335.73,2026-03-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2492,779,6,2,200.80,20.08,381.52,2025-07-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2493,779,85,5,96.04,24.01,456.19,2025-07-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2494,779,1,3,240.52,36.08,685.48,2025-07-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2495,780,8,3,178.97,0.00,536.91,2026-09-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2496,780,14,2,22.92,0.00,45.84,2026-09-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2497,781,11,1,46.71,4.67,42.04,2025-07-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2498,781,145,2,75.31,15.06,135.56,2025-07-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2499,781,3,1,72.17,7.22,64.95,2025-07-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2500,782,106,1,238.62,11.93,226.69,2026-04-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2501,782,67,4,40.18,8.04,152.68,2026-04-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2502,782,9,4,73.97,14.79,281.09,2026-04-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2503,783,5,1,100.68,5.03,95.65,2026-06-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2504,783,9,1,73.97,3.70,70.27,2026-06-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2505,784,2,3,37.93,0.00,113.79,2026-09-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2506,784,1,2,240.52,0.00,481.04,2026-09-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2507,785,41,62,152.34,472.25,8972.83,2026-04-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2508,785,2,43,37.93,81.55,1549.44,2026-04-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2509,785,1,79,240.52,950.05,18051.03,2026-04-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2510,785,9,69,73.97,255.20,4848.73,2026-04-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2511,785,14,23,22.92,26.36,500.80,2026-04-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2512,785,97,70,22.29,78.02,1482.28,2026-04-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2513,786,31,1,140.91,0.00,140.91,2026-03-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2514,786,91,4,147.01,0.00,588.04,2026-03-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2515,786,115,3,52.15,0.00,156.45,2026-03-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2516,787,2,6,37.93,22.76,204.82,2026-06-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2517,787,19,30,53.51,160.53,1444.77,2026-06-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2518,787,117,23,14.64,33.67,303.05,2026-06-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2519,787,3,30,72.17,216.51,1948.59,2026-06-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2520,787,7,27,50.71,136.92,1232.25,2026-06-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2521,788,17,2,28.18,0.00,56.36,2026-09-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2522,789,140,4,54.63,10.93,207.59,2026-02-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2523,789,2,5,37.93,9.48,180.17,2026-02-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2524,790,42,4,19.12,0.00,76.48,2026-09-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2525,790,101,1,23.49,0.00,23.49,2026-09-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2526,790,105,4,37.38,0.00,149.52,2026-09-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2527,791,29,24,78.65,0.00,1887.60,2025-11-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2528,791,34,15,31.49,0.00,472.35,2025-11-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2529,791,4,28,83.82,0.00,2346.96,2025-11-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2530,791,8,29,178.97,0.00,5190.13,2025-11-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2531,792,1,2,240.52,0.00,481.04,2025-12-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2532,792,90,2,55.49,0.00,110.98,2025-12-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2533,793,109,14,15.29,0.00,214.06,2025-09-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2534,793,57,14,58.32,0.00,816.48,2025-09-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2535,793,1,14,240.52,0.00,3367.28,2025-09-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2536,793,24,19,66.05,0.00,1254.95,2025-09-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2537,793,3,5,72.17,0.00,360.85,2025-09-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2538,794,15,1,67.41,3.37,64.04,2026-09-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2539,794,74,3,107.70,16.16,306.94,2026-09-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2540,795,7,3,50.71,0.00,152.13,2026-07-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2541,795,69,2,13.22,0.00,26.44,2026-07-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2542,795,14,4,22.92,0.00,91.68,2026-07-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2543,796,18,3,209.61,0.00,628.83,2026-02-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2544,797,99,6,14.97,4.49,85.33,2026-06-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2545,797,8,3,178.97,26.85,510.06,2026-06-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2546,797,1,5,240.52,60.13,1142.47,2026-06-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2547,797,75,6,10.06,3.02,57.34,2026-06-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2548,797,2,2,37.93,3.79,72.07,2026-06-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2549,798,1,12,240.52,0.00,2886.24,2025-11-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2550,798,30,18,82.89,0.00,1492.02,2025-11-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2551,798,7,12,50.71,0.00,608.52,2025-11-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2552,798,41,19,152.34,0.00,2894.46,2025-11-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2553,798,29,26,78.65,0.00,2044.90,2025-11-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2554,799,63,26,42.31,110.01,990.05,2025-12-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2555,799,3,13,72.17,93.82,844.39,2025-12-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2556,799,13,24,390.04,936.10,8424.86,2025-12-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2557,799,1,21,240.52,505.09,4545.83,2025-12-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2558,800,39,6,58.90,0.00,353.40,2025-10-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2559,800,62,6,23.50,0.00,141.00,2025-10-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2560,801,37,2,4.83,0.48,9.18,2025-12-04 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2561,802,13,4,390.04,0.00,1560.16,2025-12-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2562,802,12,3,37.40,0.00,112.20,2025-12-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2563,802,19,1,53.51,0.00,53.51,2025-12-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2564,803,10,41,26.82,54.98,1044.64,2026-06-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2565,803,144,50,23.74,59.35,1127.65,2026-06-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2566,803,59,76,37.08,140.90,2677.18,2026-06-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2567,803,83,51,389.76,993.89,18883.87,2026-06-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2568,803,43,59,410.04,1209.62,22982.74,2026-06-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2569,803,1,61,240.52,733.59,13938.13,2026-06-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2570,803,27,46,29.09,66.91,1271.23,2026-06-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2571,803,19,61,53.51,163.21,3100.90,2026-06-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2572,803,119,49,14.76,36.16,687.08,2026-06-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2573,803,14,25,22.92,28.65,544.35,2026-06-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2574,803,22,65,8.25,26.81,509.44,2026-06-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2575,804,13,2,390.04,0.00,780.08,2025-11-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2576,805,72,5,25.18,6.30,119.60,2026-02-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2577,805,2,6,37.93,11.38,216.20,2026-02-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2578,805,54,1,15.26,0.76,14.50,2026-02-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2579,805,121,1,83.76,4.19,79.57,2026-02-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2580,806,46,64,226.60,2175.36,12327.04,2026-05-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2581,806,1,62,240.52,2236.84,12675.40,2026-05-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2582,806,2,12,37.93,68.27,386.89,2026-05-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2583,806,47,31,11.60,53.94,305.66,2026-05-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2584,806,25,10,68.73,103.09,584.21,2026-05-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2585,806,96,17,27.23,69.44,393.47,2026-05-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2586,807,11,77,46.71,539.50,3057.17,2025-12-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2587,807,95,40,33.87,203.22,1151.58,2025-12-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2588,807,1,80,240.52,2886.24,16355.36,2025-12-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2589,807,36,10,246.77,370.15,2097.55,2025-12-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2590,807,7,55,50.71,418.36,2370.69,2025-12-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2591,807,3,80,72.17,866.04,4907.56,2025-12-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2592,807,4,30,83.82,377.19,2137.41,2025-12-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2593,808,2,5,37.93,18.96,170.69,2026-01-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2594,808,15,2,67.41,13.48,121.34,2026-01-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2595,808,13,5,390.04,195.02,1755.18,2026-01-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2596,808,4,5,83.82,41.91,377.19,2026-01-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2597,809,59,1,37.08,0.00,37.08,2025-09-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2598,809,19,4,53.51,0.00,214.04,2025-09-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2599,810,137,38,11.90,22.61,429.59,2026-01-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2600,810,3,29,72.17,104.65,1988.28,2026-01-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2601,810,41,22,152.34,167.57,3183.91,2026-01-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2602,810,69,79,13.22,52.22,992.16,2026-01-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2603,811,121,20,83.76,167.52,1507.68,2025-11-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2604,811,55,20,12.74,25.48,229.32,2025-11-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2605,811,48,17,30.80,52.36,471.24,2025-11-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2606,811,11,8,46.71,37.37,336.31,2025-11-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2607,812,1,29,240.52,0.00,6975.08,2026-08-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2608,812,105,7,37.38,0.00,261.66,2026-08-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2609,812,23,24,62.82,0.00,1507.68,2026-08-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2610,812,39,9,58.90,0.00,530.10,2026-08-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2611,812,5,19,100.68,0.00,1912.92,2026-08-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2612,813,28,28,69.53,97.34,1849.50,2026-05-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2613,813,23,26,62.82,81.67,1551.65,2026-05-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2614,813,4,5,83.82,20.96,398.14,2026-05-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2615,813,46,27,226.60,305.91,5812.29,2026-05-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2616,813,8,28,178.97,250.56,4760.60,2026-05-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2617,813,18,9,209.61,94.32,1792.17,2026-05-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2618,814,94,15,31.07,46.61,419.44,2026-04-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2619,814,28,19,69.53,132.11,1188.96,2026-04-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2620,814,1,11,240.52,264.57,2381.15,2026-04-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2621,815,5,29,100.68,291.97,2627.75,2025-11-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2622,815,13,19,390.04,741.08,6669.68,2025-11-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2623,815,36,28,246.77,690.96,6218.60,2025-11-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2624,816,2,4,37.93,0.00,151.72,2026-06-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2625,816,34,3,31.49,0.00,94.47,2026-06-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2626,817,25,74,68.73,254.30,4831.72,2026-03-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2627,817,30,48,82.89,198.94,3779.78,2026-03-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2628,817,6,24,200.80,240.96,4578.24,2026-03-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2629,817,44,62,99.67,308.98,5870.56,2026-03-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2630,817,4,69,83.82,289.18,5494.40,2026-03-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2631,817,8,41,178.97,366.89,6970.88,2026-03-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2632,817,34,46,31.49,72.43,1376.11,2026-03-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2633,817,27,68,29.09,98.91,1879.21,2026-03-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2634,817,11,76,46.71,177.50,3372.46,2026-03-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2635,817,1,53,240.52,637.38,12110.18,2026-03-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2636,817,19,36,53.51,96.32,1830.04,2026-03-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2637,817,74,61,107.70,328.49,6241.21,2026-03-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2638,818,32,4,14.97,2.99,56.89,2026-01-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2639,818,41,1,152.34,7.62,144.72,2026-01-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2640,819,1,4,240.52,0.00,962.08,2026-06-25 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2641,820,1,2,240.52,0.00,481.04,2026-04-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2642,820,4,1,83.82,0.00,83.82,2026-04-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2643,821,16,1,145.60,0.00,145.60,2026-09-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2644,821,82,3,7.77,0.00,23.31,2026-09-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2645,821,58,4,32.89,0.00,131.56,2026-09-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2646,822,3,3,72.17,10.83,205.68,2026-07-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2647,823,38,29,214.26,310.68,5902.86,2025-10-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2648,823,1,23,240.52,276.60,5255.36,2025-10-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2649,823,135,11,139.31,76.62,1455.79,2025-10-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2650,823,9,19,73.97,70.27,1335.16,2025-10-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2651,823,6,22,200.80,220.88,4196.72,2025-10-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2652,823,26,26,20.89,27.16,515.98,2025-10-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2653,824,111,4,159.91,0.00,639.64,2026-03-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2654,824,110,2,18.31,0.00,36.62,2026-03-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2655,824,39,4,58.90,0.00,235.60,2026-03-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2656,825,4,3,83.82,12.57,238.89,2025-12-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2657,825,112,2,6.59,0.66,12.52,2025-12-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2658,825,6,1,200.80,10.04,190.76,2025-12-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2659,826,2,64,37.93,242.75,2184.77,2026-05-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2660,826,123,32,33.94,108.61,977.47,2026-05-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2661,826,10,33,26.82,88.51,796.55,2026-05-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2662,826,68,33,379.41,1252.05,11268.48,2026-05-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2663,826,7,25,50.71,126.78,1140.97,2026-05-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2664,826,8,11,178.97,196.87,1771.80,2026-05-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2665,826,31,52,140.91,732.73,6594.59,2026-05-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2666,826,95,40,33.87,135.48,1219.32,2026-05-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2667,827,6,4,200.80,0.00,803.20,2026-04-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
2668,828,13,12,390.04,468.05,4212.43,2026-03-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
